"emp_no","dept_no","first_name","last_name","birth_date","from_date","to_date","title_name"
218100,"d003","Jiong","Garnham","1965-01-24","1990-01-02","9999-01-01","Senior Staff"
218831,"d004","Unal","DuBourdieux","1965-01-16","1996-03-13","9999-01-01","Engineer"
219035,"d006","Kristine","Bierman","1965-01-18","1988-05-13","9999-01-01","Technique Leader"
219047,"d005","Aemilian","Kusalik","1965-01-30","1987-05-27","9999-01-01","Senior Engineer"
219052,"d001","Marsal","Acton","1965-01-06","1995-08-02","9999-01-01","Staff"
219417,"d008","Subhrajyoti","Denna","1965-01-29","1996-07-25","9999-01-01","Staff"
219497,"d005","Moie","Zastre","1965-01-22","1991-10-11","9999-01-01","Technique Leader"
219967,"d003","Susanna","Reeken","1965-01-16","1998-03-16","9999-01-01","Senior Staff"
220029,"d005","Demos","Asser","1965-01-17","1985-11-04","9999-01-01","Senior Engineer"
220131,"d005","Reinhard","Slaats","1965-01-09","1994-06-08","9999-01-01","Senior Engineer"
220418,"d007","Poorav","Laventhal","1965-01-23","1997-08-16","9999-01-01","Staff"
220528,"d008","Sibyl","Rabehasaina","1965-01-06","1998-02-23","9999-01-01","Senior Staff"
220582,"d001","Poornachandra","Zielinski","1965-01-08","1996-02-13","9999-01-01","Senior Staff"
220611,"d007","Yuping","Babb","1965-01-23","1995-01-31","9999-01-01","Senior Staff"
220625,"d004","Shigenori","Deville","1965-01-25","1992-12-24","9999-01-01","Technique Leader"
220699,"d009","Nahid","Gyimothy","1965-01-07","1995-08-18","9999-01-01","Staff"
220799,"d008","Perla","Orlowska","1965-01-17","1998-10-13","9999-01-01","Senior Engineer"
221126,"d005","Tesuya","dAstous","1965-01-23","1988-11-29","9999-01-01","Senior Engineer"
221367,"d009","Saddek","Farris","1965-01-13","1990-11-06","9999-01-01","Senior Staff"
221369,"d006","Abdulah","Pocchiola","1965-01-28","1996-08-28","9999-01-01","Engineer"
221435,"d004","Djenana","Marrevee","1965-01-06","1994-02-06","9999-01-01","Senior Engineer"
221973,"d001","Sangeeta","Kalefeld","1965-01-17","1990-06-06","9999-01-01","Senior Staff"
222206,"d003","Stein","Uludag","1965-01-21","1988-01-30","9999-01-01","Senior Staff"
222311,"d005","Miyeon","Billingsley","1965-01-20","1992-12-05","9999-01-01","Senior Engineer"
222319,"d005","Matt","Chvatal","1965-01-20","1994-11-09","9999-01-01","Senior Engineer"
222354,"d005","Valdiodio","Schlumberger","1965-01-15","1993-08-07","9999-01-01","Engineer"
222616,"d006","Badri","Schapire","1965-02-01","1998-01-19","9999-01-01","Assistant Engineer"
222770,"d005","Kazuhiko","Kushner","1965-01-22","1995-08-01","9999-01-01","Senior Engineer"
222878,"d004","Annemarie","Zallocco","1965-01-10","1996-12-01","9999-01-01","Senior Engineer"
222926,"d005","Limsoon","Erol","1965-01-10","1997-12-31","9999-01-01","Senior Engineer"
222952,"d004","Gopalakrishnan","Suermann","1965-01-28","1991-04-30","9999-01-01","Senior Engineer"
222998,"d001","Leaf","Awdeh","1965-01-07","1992-10-02","9999-01-01","Senior Staff"
223593,"d001","Hidefumi","Moehrke","1965-01-20","1998-03-04","9999-01-01","Staff"
223595,"d004","Chiranjit","Dredge","1965-02-01","1999-09-05","9999-01-01","Technique Leader"
224135,"d005","Annemarie","Bressoud","1965-01-02","1998-06-23","9999-01-01","Engineer"
224335,"d005","Perry","Chachaty","1965-01-29","1985-07-22","9999-01-01","Senior Engineer"
224390,"d008","TRUE","Shobatake","1965-01-24","1996-05-17","9999-01-01","Senior Staff"
224934,"d003","George","Miake","1965-01-05","1988-01-02","9999-01-01","Senior Staff"
225438,"d007","Remmert","Quaggetto","1965-01-14","1992-04-28","9999-01-01","Senior Staff"
225601,"d005","Masasuke","Genin","1965-01-13","1994-06-25","9999-01-01","Engineer"
225788,"d005","Ipke","Kieras","1965-01-08","1995-12-18","9999-01-01","Engineer"
225867,"d006","Ramalingam","Remmele","1965-01-26","1999-09-03","9999-01-01","Senior Engineer"
225964,"d004","Mooi","Cooman","1965-01-19","1989-06-07","9999-01-01","Senior Engineer"
226216,"d006","Giordano","Gini","1965-01-28","1993-08-14","9999-01-01","Technique Leader"
226227,"d004","Herbert","Erva","1965-01-07","1986-09-06","9999-01-01","Senior Engineer"
227354,"d005","Gio","Murtha","1965-01-12","1986-11-11","9999-01-01","Senior Engineer"
227476,"d005","Macha","Schnabel","1965-01-11","1988-05-11","9999-01-01","Senior Engineer"
227681,"d002","Mikhail","Rousseau","1965-01-30","1998-11-30","9999-01-01","Staff"
227899,"d001","Garnik","Luce","1965-01-23","1998-09-15","9999-01-01","Staff"
227901,"d008","Francesca","Azuma","1965-01-26","1996-06-08","9999-01-01","Senior Staff"
228098,"d009","IEEE","Kroll","1965-01-18","1998-02-17","9999-01-01","Engineer"
228248,"d008","Yuriy","Plump","1965-01-09","1988-09-08","9999-01-01","Senior Staff"
228554,"d007","Bilhanan","Brendel","1965-01-03","1990-12-23","9999-01-01","Senior Staff"
228766,"d004","Nahla","Smailagic","1965-01-11","1993-02-12","9999-01-01","Senior Engineer"
229098,"d009","Berry","Yurek","1965-01-08","1995-08-16","9999-01-01","Senior Staff"
229220,"d004","Fabrizio","Lichtman","1965-01-21","1987-02-09","9999-01-01","Senior Engineer"
229248,"d008","Harjit","Terekhov","1965-01-27","1995-10-19","9999-01-01","Staff"
229386,"d009","Pohua","Tasistro","1965-01-03","1994-11-04","9999-01-01","Technique Leader"
229391,"d004","Paloma","Henseler","1965-01-15","1991-06-11","9999-01-01","Senior Engineer"
229404,"d003","Gilbert","Kilgour","1965-01-11","1996-04-05","9999-01-01","Staff"
229547,"d007","Moni","Schach","1965-01-03","1986-07-04","9999-01-01","Senior Staff"
229727,"d005","Ewing","Millington","1965-01-23","1999-09-28","9999-01-01","Engineer"
229981,"d004","Jamaludin","Fordan","1965-01-19","1992-02-06","9999-01-01","Senior Engineer"
230002,"d005","Tadahiro","Backhouse","1965-01-07","1991-10-02","9999-01-01","Senior Engineer"
230126,"d009","Bezalel","Radivojevic","1965-01-31","1988-07-02","9999-01-01","Senior Staff"
230287,"d004","Renny","Alameldin","1965-01-14","1997-09-28","9999-01-01","Assistant Engineer"
230354,"d003","Yinghua","Lorho","1965-01-31","1991-08-09","9999-01-01","Senior Staff"
230498,"d004","Kolar","Puppo","1965-01-15","1990-04-25","9999-01-01","Senior Engineer"
230579,"d002","Shahar","Negoita","1965-01-17","1994-03-19","9999-01-01","Senior Staff"
230689,"d007","Dietrich","Crabtree","1965-01-14","1986-05-24","9999-01-01","Senior Staff"
230865,"d001","Takushi","Brattka","1965-01-02","1999-06-03","9999-01-01","Staff"
231069,"d007","Trygve","Siksek","1965-01-22","1995-11-09","9999-01-01","Staff"
231459,"d004","Nectarios","Pramanik","1965-01-28","1999-11-18","9999-01-01","Assistant Engineer"
231671,"d009","Chandrasekaran","Pearson","1965-01-07","1995-04-14","9999-01-01","Staff"
231798,"d005","Goetz","Alvarado","1965-01-28","1988-12-25","9999-01-01","Senior Engineer"
232178,"d003","Etsuo","Anandan","1965-01-29","1989-12-13","9999-01-01","Senior Staff"
232209,"d006","Nitsan","Rouquie","1965-01-11","1988-08-01","9999-01-01","Senior Engineer"
232697,"d004","Barry","Ramsak","1965-01-23","1990-09-07","9999-01-01","Senior Engineer"
232723,"d006","Tesuya","Bugrara","1965-01-14","1993-02-13","9999-01-01","Engineer"
233114,"d005","Alselm","Gargeya","1965-01-20","1987-12-25","9999-01-01","Senior Engineer"
233394,"d005","Khalid","Lenart","1965-01-06","1995-12-24","9999-01-01","Engineer"
233397,"d007","Fay","Sundgren","1965-01-16","1990-07-07","9999-01-01","Senior Staff"
233426,"d005","Etsuo","Usery","1965-01-12","1995-03-02","9999-01-01","Senior Engineer"
233690,"d005","Cedric","Riefers","1965-01-17","1994-09-08","9999-01-01","Engineer"
233759,"d009","Zissis","Lodder","1965-01-14","2000-05-27","9999-01-01","Engineer"
233765,"d005","Kotesh","Chachaty","1965-01-20","1991-03-25","9999-01-01","Senior Engineer"
233785,"d007","Baziley","Ballarin","1965-01-30","1987-07-28","9999-01-01","Senior Staff"
233818,"d005","Kellie","Heydon","1965-01-01","1985-11-11","9999-01-01","Senior Engineer"
234195,"d007","Luerbio","Terkki","1965-01-07","1991-05-14","9999-01-01","Senior Staff"
234739,"d004","Foong","Aamodt","1965-01-31","1986-06-28","9999-01-01","Senior Engineer"
235017,"d007","Irena","Dratva","1965-01-17","1991-09-07","9999-01-01","Senior Staff"
235096,"d009","Sverrir","Gyimothy","1965-01-21","1995-07-30","9999-01-01","Senior Staff"
235325,"d005","Gro","Prochazka","1965-01-06","1992-10-16","9999-01-01","Senior Engineer"
235368,"d004","Anneli","Joslin","1965-01-09","1987-04-12","9999-01-01","Senior Engineer"
235458,"d008","Gio","Heuser","1965-01-05","1992-06-28","9999-01-01","Senior Staff"
235729,"d001","Henk","Anger","1965-02-01","1993-01-19","9999-01-01","Senior Staff"
235780,"d004","Sampalli","Bergere","1965-01-17","1994-04-08","9999-01-01","Senior Engineer"
235793,"d006","Jayesh","Spinelli","1965-01-03","1999-01-16","9999-01-01","Senior Engineer"
236315,"d005","IEEE","Raczkowsky","1965-01-31","1996-07-24","9999-01-01","Technique Leader"
236566,"d009","Yechezkel","Maginnis","1965-01-17","1992-12-11","9999-01-01","Senior Staff"
236591,"d001","Insup","Reinhard","1965-01-11","1985-04-08","9999-01-01","Senior Staff"
236827,"d005","Almudena","Rijckaert","1965-01-28","1994-02-16","9999-01-01","Senior Engineer"
236883,"d007","Huan","Olivero","1965-01-27","1999-11-19","9999-01-01","Staff"
236964,"d009","Adel","Foote","1965-01-17","2000-03-20","9999-01-01","Staff"
238112,"d004","Miomir","Frezza","1965-01-12","1991-05-25","9999-01-01","Technique Leader"
238252,"d007","Uno","Suppi","1965-01-09","1996-12-27","9999-01-01","Staff"
238422,"d007","Vishv","Angelov","1965-01-10","1988-03-08","9999-01-01","Senior Staff"
238949,"d007","Minghong","Cronin","1965-01-09","1987-10-04","9999-01-01","Senior Staff"
239067,"d007","Tadahiko","Pocchiola","1965-01-11","1996-04-02","9999-01-01","Staff"
239244,"d007","Abdulla","Kitai","1965-01-13","1987-02-20","9999-01-01","Senior Staff"
239415,"d004","Susumu","Brender","1965-01-01","1993-04-17","9999-01-01","Senior Engineer"
239426,"d008","Vesna","Fairtlough","1965-01-08","2002-05-07","9999-01-01","Engineer"
239664,"d004","Sugwoo","Michaels","1965-01-04","1992-08-02","9999-01-01","Senior Engineer"
239706,"d004","Arunas","Bugrara","1965-01-15","1997-04-03","9999-01-01","Assistant Engineer"
239748,"d007","Bilhanan","Dusink","1965-01-23","1988-06-04","9999-01-01","Senior Staff"
239803,"d008","Oscal","Ernst","1965-01-30","1992-05-19","9999-01-01","Senior Staff"
240132,"d009","Mizuhito","Kobara","1965-02-01","1996-08-09","9999-01-01","Senior Staff"
240236,"d004","TRUE","Tischendorf","1965-01-24","1986-01-19","9999-01-01","Senior Engineer"
240285,"d009","Kolar","Greenaway","1965-01-23","1998-11-14","9999-01-01","Staff"
240340,"d004","Mack","Staylopatis","1965-01-14","1985-04-02","9999-01-01","Senior Engineer"
240438,"d009","Temple","Cyre","1965-01-02","1992-09-30","9999-01-01","Senior Staff"
240870,"d004","Francesca","Chorvat","1965-01-06","1992-03-17","9999-01-01","Senior Staff"
241100,"d005","Cedric","Molenaar","1965-01-23","1990-10-06","9999-01-01","Senior Engineer"
241254,"d005","Jagoda","Anguita","1965-01-15","1993-05-11","9999-01-01","Senior Engineer"
241292,"d009","Uri","Lampe","1965-01-29","2001-12-11","9999-01-01","Senior Staff"
241567,"d005","Emran","Miara","1965-01-18","1989-05-02","9999-01-01","Senior Engineer"
241667,"d004","Atilio","Olivero","1965-01-28","1985-09-04","9999-01-01","Senior Engineer"
241728,"d009","Limsoon","Boudaillier","1965-01-30","1999-08-08","9999-01-01","Senior Engineer"
241872,"d005","Bluma","Fetvedt","1965-01-11","2001-11-14","9999-01-01","Senior Staff"
242019,"d004","Herb","Murrill","1965-01-09","2001-10-28","9999-01-01","Senior Engineer"
242081,"d004","Tomokazu","Pargas","1965-01-12","1996-11-15","9999-01-01","Engineer"
242104,"d001","Richara","Sudkamp","1965-01-05","1989-09-05","9999-01-01","Senior Staff"
242500,"d007","Bingning","Iisaku","1965-01-08","1989-06-26","9999-01-01","Senior Staff"
242800,"d005","Kazuyasu","Levergood","1965-01-11","1996-02-10","9999-01-01","Engineer"
243018,"d001","Bowen","Deverell","1965-01-02","1998-12-27","9999-01-01","Senior Staff"
243077,"d004","Kazunori","Perz","1965-02-01","1999-02-25","9999-01-01","Senior Engineer"
243576,"d007","Abdulah","Lodder","1965-01-04","1996-11-10","9999-01-01","Senior Staff"
243637,"d001","Marjo","Delgrange","1965-01-16","1990-06-24","9999-01-01","Senior Staff"
243898,"d001","Arch","Basawa","1965-01-09","1998-05-10","9999-01-01","Staff"
244308,"d001","Mokhtar","Rebaine","1965-01-10","1991-07-23","9999-01-01","Senior Staff"
244605,"d002","Masoud","Suwa","1965-01-22","1998-10-10","9999-01-01","Senior Staff"
244624,"d008","Boaz","Seuren","1965-01-31","1987-03-27","9999-01-01","Senior Staff"
244711,"d004","Rosli","Butner","1965-01-25","1991-03-20","9999-01-01","Engineer"
244714,"d004","Poorav","Clouatre","1965-01-27","1996-05-06","9999-01-01","Senior Engineer"
244820,"d005","Shigenori","Hertweck","1965-01-15","1987-04-13","9999-01-01","Senior Engineer"
244873,"d007","Arunachalam","Oppitz","1965-01-04","1986-05-20","9999-01-01","Senior Staff"
245164,"d004","Filipp","Winter","1965-01-23","1996-10-24","9999-01-01","Senior Engineer"
245396,"d003","Gift","Bottner","1965-01-31","1995-03-04","9999-01-01","Senior Staff"
245664,"d007","Manohar","Kilgore","1965-01-18","1998-11-17","9999-01-01","Staff"
246146,"d006","Zhongwei","Melski","1965-01-30","1987-09-04","9999-01-01","Senior Engineer"
246244,"d003","George","Casperson","1965-01-09","2000-01-20","9999-01-01","Staff"
246364,"d005","Alper","Tiemann","1965-01-06","1998-10-29","9999-01-01","Engineer"
246764,"d007","Shuzo","Czaja","1965-01-04","1997-11-29","9999-01-01","Staff"
246798,"d001","Tianruo","Strooper","1965-01-09","2001-12-07","9999-01-01","Senior Staff"
246902,"d003","Shih","Shanbhogue","1965-01-27","1998-04-19","9999-01-01","Staff"
247089,"d007","Seongbae","Schahn","1965-01-17","1992-12-10","9999-01-01","Senior Staff"
247122,"d003","Xiaobin","Narlikar","1965-01-23","1992-02-14","9999-01-01","Senior Staff"
247447,"d004","Tzu","Bakhtari","1965-01-28","1994-03-18","9999-01-01","Senior Engineer"
247456,"d004","Masako","Bahk","1965-01-16","1997-07-31","9999-01-01","Engineer"
247612,"d005","Chiranjit","Constantine","1965-01-04","1997-05-25","9999-01-01","Engineer"
247875,"d001","Xiong","Anick","1965-01-02","1991-04-23","9999-01-01","Senior Staff"
247888,"d006","Abdelghani","Lagarias","1965-01-15","1985-09-06","9999-01-01","Senior Engineer"
248256,"d007","Sajjan","Falby","1965-01-05","1996-08-29","9999-01-01","Staff"
248351,"d001","Jaana","Milicia","1965-02-01","1985-06-02","9999-01-01","Senior Staff"
248758,"d009","Snehasis","Muhlberg","1965-02-01","1994-12-25","9999-01-01","Senior Staff"
248953,"d004","Percy","Sudbeck","1965-01-29","1996-08-29","9999-01-01","Assistant Engineer"
249239,"d005","Hideyuki","Decleir","1965-01-21","1994-05-04","9999-01-01","Senior Engineer"
249325,"d007","Ute","Pokrovskii","1965-01-26","1997-06-09","9999-01-01","Staff"
249433,"d004","Ayonca","Matzov","1965-01-16","1988-06-03","9999-01-01","Senior Engineer"
249504,"d008","Dmitry","Velardi","1965-01-07","1995-10-20","9999-01-01","Senior Engineer"
249780,"d009","Nechama","Gaughan","1965-01-12","1993-07-09","9999-01-01","Senior Engineer"
249799,"d005","Jolita","Neimat","1965-01-04","1993-12-27","9999-01-01","Senior Engineer"
249866,"d007","Steen","Gubsky","1965-01-15","1989-01-14","9999-01-01","Senior Staff"
249969,"d004","Georgi","Luiz","1965-01-21","1991-06-10","9999-01-01","Senior Engineer"
250411,"d007","Ranga","Sommen","1965-01-27","1989-01-20","9999-01-01","Senior Staff"
250452,"d005","Alexius","Plavsic","1965-01-14","2000-01-17","9999-01-01","Senior Engineer"
250748,"d005","Kish","Turnbull","1965-01-27","1987-02-10","9999-01-01","Senior Engineer"
251166,"d002","Hinrich","Hooghiemstra","1965-01-22","1985-10-05","9999-01-01","Senior Staff"
251233,"d004","Yucel","Bernini","1965-01-07","1993-02-19","9999-01-01","Senior Engineer"
251301,"d007","Pintsang","Impagliazzo","1965-01-30","1989-05-06","9999-01-01","Senior Staff"
251341,"d003","Divier","Kumaresan","1965-01-11","1992-12-05","9999-01-01","Senior Staff"
251403,"d005","Utpal","DuBourdieux","1965-01-01","1997-11-19","9999-01-01","Technique Leader"
251437,"d005","Shichao","Iwayama","1965-01-20","1989-10-17","9999-01-01","Engineer"
251645,"d007","Bezalel","Tsunoo","1965-01-06","1992-06-17","9999-01-01","Senior Staff"
251680,"d005","Moty","Sommen","1965-01-05","1990-08-14","9999-01-01","Senior Engineer"
251814,"d004","Mitsuyuki","Zockler","1965-01-01","1998-09-14","9999-01-01","Technique Leader"
252185,"d006","Chaosheng","Conta","1965-01-01","1997-04-14","9999-01-01","Engineer"
252316,"d005","Gill","Niizuma","1965-01-07","1994-10-08","9999-01-01","Senior Engineer"
252392,"d004","Sanjeeva","Peron","1965-01-01","1993-12-26","9999-01-01","Senior Engineer"
253029,"d006","Thodoros","Thimonier","1965-01-13","1995-04-05","9999-01-01","Engineer"
253707,"d007","Insup","Hainaut","1965-01-05","1998-02-11","9999-01-01","Staff"
253838,"d004","Stafford","Terlouw","1965-01-28","1999-02-21","9999-01-01","Assistant Engineer"
253893,"d004","Huiqun","Trystram","1965-01-04","1993-05-10","9999-01-01","Senior Engineer"
254044,"d006","Gunilla","Brendel","1965-01-16","1992-04-10","9999-01-01","Senior Engineer"
254399,"d004","Armond","Lores","1965-01-24","1999-09-16","9999-01-01","Technique Leader"
254821,"d007","Tonny","Couchot","1965-01-24","1994-12-12","9999-01-01","Staff"
255466,"d004","Huan","Roccetti","1965-01-18","1985-07-03","9999-01-01","Senior Engineer"
255657,"d005","Oldrich","Cyre","1965-01-20","1985-02-10","9999-01-01","Senior Engineer"
255779,"d004","Heejo","Merle","1965-01-31","1997-09-04","9999-01-01","Technique Leader"
256216,"d004","Halsur","Brodal","1965-01-01","1997-11-22","9999-01-01","Engineer"
256856,"d003","Hongzue","Barbanera","1965-01-03","1987-06-17","9999-01-01","Senior Staff"
256881,"d005","Ioana","Jakobus","1965-01-03","1990-08-10","9999-01-01","Senior Engineer"
256888,"d001","Heather","Pehl","1965-01-03","1993-09-15","9999-01-01","Staff"
257062,"d005","Stabislas","Pardalos","1965-01-24","1989-06-21","9999-01-01","Senior Engineer"
257378,"d001","Pascal","Bernatsky","1965-01-06","1988-09-03","9999-01-01","Senior Staff"
257469,"d002","Anyuan","Hanratty","1965-01-22","1988-01-06","9999-01-01","Senior Staff"
257484,"d003","Shaowei","Nicolson","1965-01-01","1986-12-07","9999-01-01","Senior Staff"
258028,"d008","Mountaz","Reinhart","1965-01-07","2001-07-03","9999-01-01","Engineer"
258124,"d007","Mariusz","Zolotykh","1965-01-17","1990-07-28","9999-01-01","Senior Staff"
258470,"d007","Weiwu","Butner","1965-01-04","1995-02-14","9999-01-01","Staff"
258643,"d005","Przemyslawa","Esposito","1965-01-11","1992-02-27","9999-01-01","Senior Engineer"
259042,"d007","Xiaoqiang","Farrow","1965-01-12","1997-01-01","9999-01-01","Staff"
259237,"d009","Palash","Gammage","1965-01-27","1987-10-23","9999-01-01","Senior Staff"
259273,"d004","Xiahua","Gomatam","1965-01-22","1989-12-01","9999-01-01","Senior Engineer"
259611,"d007","Shuichi","Marrakchi","1965-01-27","1990-08-21","9999-01-01","Senior Staff"
259619,"d002","Conal","Magliocco","1965-01-21","1992-05-09","9999-01-01","Senior Staff"
259718,"d005","Stepehn","Bouloucos","1965-01-24","1993-12-13","9999-01-01","Senior Staff"
260153,"d005","Mingdong","Baar","1965-01-28","1991-10-14","9999-01-01","Technique Leader"
260249,"d009","Vugranam","Beausoleil","1965-01-22","1998-05-14","9999-01-01","Staff"
260361,"d004","Reinhold","Rahier","1965-01-25","1997-10-09","9999-01-01","Engineer"
260399,"d002","Hatem","Birsak","1965-01-30","1989-04-10","9999-01-01","Senior Staff"
260408,"d009","Sasan","Brookner","1965-01-19","1996-09-03","9999-01-01","Senior Staff"
260501,"d005","Dzung","Pargas","1965-01-14","1990-05-17","9999-01-01","Technique Leader"
261184,"d004","Masako","Kornatzky","1965-01-30","1987-08-29","9999-01-01","Senior Engineer"
261631,"d005","Jianhua","Huttel","1965-01-08","1998-02-23","9999-01-01","Engineer"
261662,"d002","Berni","Assaf","1965-01-11","1989-09-08","9999-01-01","Senior Staff"
261737,"d004","Mark","Lindqvist","1965-01-23","1990-11-22","9999-01-01","Senior Engineer"
261986,"d005","Gila","Ramsak","1965-01-21","1997-05-13","9999-01-01","Senior Engineer"
261990,"d007","Volkmar","Czaja","1965-01-16","1992-04-01","9999-01-01","Senior Staff"
262208,"d007","Mrinalini","Holburn","1965-01-16","1987-05-23","9999-01-01","Senior Staff"
262210,"d005","Chinho","Bottner","1965-01-22","1985-07-29","9999-01-01","Senior Engineer"
262328,"d007","Mayuko","Vural","1965-01-03","1997-12-24","9999-01-01","Staff"
262439,"d001","Lorien","Lagarias","1965-01-30","1985-10-10","9999-01-01","Senior Staff"
262636,"d004","Tamiya","Reutenauer","1965-01-04","1992-04-10","9999-01-01","Senior Engineer"
262752,"d005","Pramod","Bierman","1965-01-04","1997-12-12","9999-01-01","Engineer"
262928,"d006","Piyush","Gill","1965-01-01","1995-02-20","9999-01-01","Senior Engineer"
263012,"d003","Hideo","Buchter","1965-01-09","1999-05-01","9999-01-01","Staff"
263186,"d005","Danny","Lowrie","1965-01-22","1995-09-13","9999-01-01","Technique Leader"
263370,"d007","Shakhar","Ranze","1965-01-03","1999-05-29","9999-01-01","Staff"
263439,"d005","Atreye","Kabayashi","1965-01-09","1986-12-15","9999-01-01","Senior Engineer"
263645,"d005","Mingsen","Lally","1965-01-19","1990-12-04","9999-01-01","Senior Engineer"
263649,"d007","Mechthild","Zongker","1965-01-17","1993-07-26","9999-01-01","Senior Staff"
263926,"d007","Fusako","Schwartzbauer","1965-01-03","1985-04-07","9999-01-01","Senior Staff"
264030,"d004","Zdislav","Solares","1965-01-15","1990-12-14","9999-01-01","Engineer"
264167,"d005","Baoqiu","Tomescu","1965-01-25","1996-05-01","9999-01-01","Senior Engineer"
264322,"d007","Leandro","Swist","1965-01-03","1991-01-06","9999-01-01","Senior Staff"
264626,"d001","Noritoshi","Bakhtari","1965-01-13","1993-02-03","9999-01-01","Senior Staff"
264939,"d004","Bogdan","Bahi","1965-01-10","1999-02-13","9999-01-01","Senior Engineer"
265039,"d002","Navid","Staudhammer","1965-01-03","1992-10-18","9999-01-01","Senior Staff"
265521,"d004","Kensei","Salverda","1965-01-04","1993-05-25","9999-01-01","Senior Engineer"
265558,"d007","Susuma","Kleiser","1965-01-31","1987-08-02","9999-01-01","Senior Staff"
265794,"d007","Miquel","Halloran","1965-01-15","1994-01-14","9999-01-01","Senior Staff"
265875,"d004","Fan","Marsiglia","1965-01-20","1989-09-03","9999-01-01","Senior Engineer"
266206,"d001","Zsolt","Anily","1965-02-01","1985-08-19","9999-01-01","Senior Staff"
266249,"d007","Sumant","Nishimukai","1965-01-15","1991-03-28","9999-01-01","Senior Staff"
266310,"d008","Zvonko","Serdy","1965-01-23","1987-06-24","9999-01-01","Senior Staff"
266644,"d002","Anwar","Gubsky","1965-01-08","1993-08-09","9999-01-01","Senior Staff"
266862,"d008","Mart","Plumb","1965-01-10","1986-04-21","9999-01-01","Senior Staff"
266881,"d001","Mokhtar","Sabnani","1965-01-11","1997-02-04","9999-01-01","Senior Staff"
267059,"d009","Moie","Tempesti","1965-01-09","1991-06-29","9999-01-01","Senior Staff"
267227,"d004","Susuma","Tagansky","1965-01-10","1995-01-22","9999-01-01","Senior Engineer"
267304,"d007","Jordanka","Axelband","1965-01-06","1994-06-27","9999-01-01","Senior Staff"
267667,"d007","Irena","Kaiserswerth","1965-01-05","1987-09-05","9999-01-01","Senior Staff"
268043,"d005","Narain","Mikschl","1965-01-28","1997-11-02","9999-01-01","Engineer"
268191,"d004","LiMin","Teitelbaum","1965-01-07","1990-11-01","9999-01-01","Senior Engineer"
269728,"d001","Naftali","Kragelund","1965-01-12","1987-05-16","9999-01-01","Senior Staff"
270084,"d001","Ulises","Frolund","1965-01-11","1986-07-26","9999-01-01","Senior Staff"
270716,"d007","Shunichi","Baer","1965-01-19","1998-02-04","9999-01-01","Staff"
270794,"d001","Dannz","Zhang","1965-02-01","1991-06-26","9999-01-01","Senior Staff"
271106,"d004","Taisook","Kampfer","1965-01-10","1997-11-30","9999-01-01","Engineer"
271219,"d004","Odoardo","Tyugu","1965-01-16","1994-11-07","9999-01-01","Engineer"
272141,"d005","Tsutomu","Neiman","1965-01-13","1996-07-31","9999-01-01","Senior Staff"
272285,"d009","Gully","Mitchem","1965-01-19","1986-01-22","9999-01-01","Senior Staff"
272316,"d004","Surveyors","Muhling","1965-01-05","1999-07-19","9999-01-01","Engineer"
272452,"d008","Mitsuyuki","Isard","1965-01-10","2002-02-27","9999-01-01","Engineer"
272599,"d001","Holgard","Hegner","1965-01-16","1993-07-15","9999-01-01","Senior Staff"
272860,"d004","Minghong","Candan","1965-02-01","1994-02-10","9999-01-01","Assistant Engineer"
273159,"d005","Divine","Hofmeyr","1965-01-26","1989-04-14","9999-01-01","Technique Leader"
273286,"d005","Brigham","Asmuth","1965-01-26","1989-01-23","9999-01-01","Senior Engineer"
273396,"d005","Wayne","Baba","1965-01-10","1998-03-07","9999-01-01","Engineer"
273806,"d009","Hongzhu","Beetstra","1965-01-01","1997-08-18","9999-01-01","Senior Staff"
273858,"d007","Gunilla","Matzen","1965-01-13","1990-12-28","9999-01-01","Senior Staff"
274071,"d003","Mingsen","Weiland","1965-01-01","1995-10-12","9999-01-01","Staff"
274271,"d007","Prodip","Ritcey","1965-01-10","1986-09-10","9999-01-01","Senior Staff"
274369,"d008","Ranga","Waymire","1965-01-29","1997-01-27","9999-01-01","Senior Staff"
274813,"d007","Yefim","Pettey","1965-01-10","1993-08-07","9999-01-01","Senior Staff"
275158,"d005","Satyanarayana","Brandsma","1965-01-07","1999-12-08","9999-01-01","Engineer"
275263,"d005","Vojin","Laventhal","1965-01-21","1991-10-18","9999-01-01","Senior Engineer"
275444,"d005","Limsoon","Leppanen","1965-01-16","1993-01-21","9999-01-01","Senior Engineer"
275495,"d007","Shen","Yamaashi","1965-01-13","1995-02-19","9999-01-01","Staff"
275801,"d007","Ayakannu","Heinisuo","1965-01-22","1986-06-28","9999-01-01","Senior Staff"
275881,"d004","Jiann","Munro","1965-01-08","1988-05-18","9999-01-01","Senior Engineer"
275994,"d004","Uma","Prampolini","1965-01-29","1991-02-21","9999-01-01","Senior Engineer"
276027,"d008","Holgard","Stavenow","1965-01-04","1986-02-28","9999-01-01","Senior Staff"
276184,"d007","Mari","Swick","1965-01-10","1991-04-08","9999-01-01","Senior Staff"
276186,"d003","Sajjad","Vecchi","1965-01-30","1993-06-02","9999-01-01","Senior Staff"
276189,"d003","Isaac","Klerer","1965-01-10","1995-03-19","9999-01-01","Senior Staff"
276445,"d004","Atilio","Randi","1965-01-27","1988-07-02","9999-01-01","Senior Engineer"
276472,"d005","Hideyuki","Flanders","1965-01-27","1988-11-10","9999-01-01","Senior Engineer"
